account,lifecycle_stage,risk_level
C128826281,Activation,3
C1288297671,Activation,3
C1288311509,Activation,3
C1288329058,Activation,3
C1288373786,Activation,3
C1288401356,Activation,3
C1288404956,Activation,3
C1288409185,Activation,3
C1288430270,Activation,3
C1288476340,Activation,3
C1288487543,Activation,3
C1288561745,Activation,3
C1288566474,Activation,3
C1288600135,Activation,3
C1288639724,Activation,3
C1288653590,Activation,3
C1288663598,Activation,3
C1288690626,Activation,3
C1288699366,Activation,3
C1288740258,Activation,3
C1288758331,Activation,3
C1288767509,Activation,3
C1288845776,Activation,3
C1288881872,Activation,3
C1288907298,Activation,3
C1288942049,Activation,3
C1288950513,Activation,3
C1288955661,Activation,3
C1288968156,Activation,3
C1289002805,Activation,3
C1289044428,Activation,3
C1289052374,Activation,3
C1289054699,Activation,3
C1289073318,Activation,3
C1289092289,Activation,3
C1289120207,Activation,3
C1289129625,Activation,3
C1289176799,Activation,3
C128919814,Activation,3
C1289201822,Activation,3
C1289235609,Activation,3
C128924384,Activation,3
C128924717,Activation,3
C1289268189,Activation,3
C1289275956,Activation,3
C1289305043,Activation,3
C1289317660,Activation,3
C1289321693,Activation,3
C1289341330,Activation,3
C128934660,Activation,3
C1289353957,Activation,3
C1289364200,Activation,3
C1289371217,Activation,3
C1289380600,Activation,3
C1289382881,Activation,3
C1289434387,Activation,3
C1289456455,Activation,3
C128950251,Activation,3
C1289505075,Activation,3
C1289536250,Activation,3
C1289538182,Activation,3
C1289538229,Activation,3
C1289552856,Activation,3
C1289564891,Activation,3
C128956602,Activation,3
C1289594328,Activation,3
C1289595726,Activation,3
C1289610352,Activation,3
C1289649349,Activation,3
C128966469,Activation,3
C1289674021,Activation,3
C128967568,Activation,3
C1289684561,Activation,3
C1289701567,Activation,3
C1289771332,Activation,3
C1289781331,Activation,3
C1289837602,Activation,3
C1289848571,Activation,3
C1289854650,Activation,3
C1289869085,Activation,3
C1289869203,Activation,3
C1289901329,Activation,3
C1289904984,Activation,3
C1289919164,Activation,3
C1289948968,Activation,3
C1289974178,Activation,3
C1289998982,Activation,3
C1290004558,Activation,3
C1290005567,Activation,3
C1290060436,Activation,3
C129006790,Activation,3
C1290074114,Activation,3
C1290087639,Activation,3
C1290099803,Activation,3
C1290105639,Activation,3
C1290137075,Activation,3
C1290159765,Activation,3
C1290184202,Activation,3
C1290208633,Activation,3
C1290229964,Activation,3
C1290268335,Activation,3
C1290335854,Activation,3
C1290338401,Activation,3
C1290353949,Activation,3
C1290363317,Activation,3
C1290382227,Activation,3
C1290393387,Activation,3
C1290393656,Activation,3
C1290439845,Activation,3
C1290448760,Activation,3
C1290450782,Activation,3
C1290501036,Activation,3
C1290536121,Activation,3
C1290538756,Activation,3
C1290541174,Activation,3
C129056167,Activation,3
C1290571822,Activation,3
C1290605219,Activation,3
C1290625055,Activation,3
C1290650789,Activation,3
C1290658182,Activation,3
C129066507,Activation,3
C1290673406,Activation,3
C1290681109,Activation,3
C1290686044,Activation,3
C1290686260,Activation,3
C1290691666,Activation,3
C1290701620,Activation,3
C1290702101,Activation,3
C1290726021,Activation,3
C1290730608,Activation,3
C1290774340,Activation,3
C1290779296,Activation,3
C1290807362,Activation,3
C1290814190,Activation,3
C1290826740,Activation,3
C1290839942,Activation,3
C1290864658,Activation,3
C1290865335,Activation,3
C1290872593,Activation,3
C1290878319,Activation,3
C1290929884,Activation,3
C1290964092,Activation,3
C1290977685,Activation,3
C1290983926,Activation,3
C1290994475,Activation,3
C1291009009,Activation,3
C1291020291,Activation,3
C1291061793,Activation,3
C1291095403,Activation,3
C1291126193,Activation,3
C1291126978,Activation,3
C1291146272,Activation,3
C1291174243,Activation,3
C1291177990,Activation,3
C1291201800,Activation,3
C1291203983,Activation,3
C1291226103,Activation,3
C1291296817,Activation,3
C1291329905,Activation,3
C1291349159,Activation,3
C1291360386,Activation,3
C1291370849,Activation,3
C1291416696,Activation,3
C1291431253,Activation,3
C1291463415,Activation,3
C129148124,Activation,3
C1291486675,Activation,3
C129149422,Activation,3
C1291512537,Activation,3
C1291543732,Activation,3
C1291544872,Activation,3
C1291547253,Activation,3
C1291594577,Activation,3
C1291595081,Activation,3
C1291620181,Activation,3
C1291653278,Activation,3
C1291674551,Activation,3
C1291678512,Activation,3
C1291684578,Activation,3
C1291692250,Activation,3
C1291707523,Activation,3
C1291712154,Activation,3
C1291725155,Activation,3
C1291757915,Activation,3
C1291766441,Activation,3
C1291781655,Activation,3
C1291851150,Activation,3
C1291852131,Activation,3
C1291855486,Activation,3
C1291894560,Activation,3
C1291919180,Activation,3
C1291965979,Activation,3
C1291976162,Activation,3
C1291977961,Activation,3
C1291989277,Activation,3
C1292079480,Activation,3
C1292090402,Activation,3
C1292113826,Activation,3
C1292119212,Activation,3
C1292190155,Activation,3
C1292207626,Activation,3
C129221452,Activation,3
C1292305460,Activation,3
C1292308892,Activation,3
C1292312122,Activation,3
C1292343063,Activation,3
C1292367587,Activation,3
C1292403686,Activation,3
C1292470216,Activation,3
C1292494246,Activation,3
C1292512003,Activation,3
C1292513770,Activation,3
C1292569383,Activation,3
C129259190,Activation,3
C12926165,Activation,3
C1292628474,Activation,3
C1292631041,Activation,3
C1292631791,Activation,3
C1292662588,Activation,3
C1292664170,Activation,3
C1292694157,Activation,3
C1292712898,Activation,3
C1292714291,Activation,3
C1292744181,Activation,3
C1292759634,Activation,3
C1292810046,Activation,3
C1292849451,Activation,3
C1292888359,Activation,3
C1292891725,Activation,3
C1292922018,Activation,3
C1292931460,Activation,3
C1292971519,Activation,3
C1292973837,Activation,3
C1292977612,Activation,3
C1292982579,Activation,3
C1292991583,Activation,3
C1293019756,Activation,3
C1293051267,Activation,3
C1293075552,Activation,3
C1293077663,Activation,3
C1293089323,Activation,3
C1293106202,Activation,3
C1293152204,Activation,3
C1293157532,Activation,3
C1293161156,Activation,3
C129316227,Activation,3
C1293204840,Activation,3
C1293208617,Activation,3
C1293247698,Activation,3
C12932576,Activation,3
C1293292373,Activation,3
C1293299,Activation,3
C1293304596,Activation,3
C1293308487,Activation,3
C1293325351,Activation,3
C1293356180,Activation,3
C1293356701,Activation,3
C1293361196,Activation,3
C1293419999,Activation,3
C1293432066,Activation,3
C1293446273,Activation,3
C1293480249,Activation,3
C129350068,Activation,3
C1293523092,Activation,3
C1293527711,Activation,3
C1293541848,Activation,3
C1293561510,Activation,3
C1293565639,Activation,3
C1293568902,Activation,3
C1293572888,Activation,3
C1293623305,Activation,3
C1293652929,Activation,3
C1293655891,Activation,3
C1293657634,Activation,3
C1293659698,Activation,3
C1293659893,Activation,3
C1293666200,Activation,3
C1293689273,Activation,3
C1293698861,Activation,3
C1293736311,Activation,3
C1293756337,Activation,3
C1293773039,Activation,3
C1293775774,Activation,3
C1293834070,Activation,3
C1293862924,Activation,3
C1293895292,Activation,3
C1293905230,Activation,3
C1293935869,Activation,3
C1294016621,Activation,3
C1294059556,Activation,3
C1294074121,Activation,3
C1294080584,Activation,3
C1294085087,Activation,3
C1294099349,Activation,3
C1294106765,Activation,3
C1294121848,Activation,3
C1294123129,Activation,3
C1294140300,Activation,3
C1294163493,Activation,3
C1294212864,Activation,3
C1294215797,Activation,3
C1294251192,Activation,3
C1294264269,Activation,3
C1294281473,Activation,3
C1294296451,Activation,3
C1294297572,Activation,3
C1294360809,Activation,3
C1294393048,Activation,3
C129439362,Activation,3
C1294432966,Activation,3
C1294436868,Activation,3
C1294448514,Activation,3
C1294483964,Activation,3
C1294510705,Activation,3
C1294517761,Activation,3
C1294558167,Activation,3
C1294567959,Activation,3
C1294586279,Activation,3
C1294587855,Activation,3
C1294605152,Activation,3
C1294678052,Activation,3
C1294685599,Activation,3
C1294695811,Activation,3
C1294696026,Activation,3
C1294712673,Activation,3
C1294715918,Activation,3
C1294752316,Activation,3
C1294887379,Activation,3
C1294894823,Activation,3
C1294916127,Activation,3
C1294925187,Activation,3
C1294951842,Activation,3
C1295018203,Activation,3
C1295021833,Activation,3
C1295045819,Activation,3
C129504648,Activation,3
C1295067673,Activation,3
C1295088466,Activation,3
C129508998,Activation,3
C129515099,Activation,3
C1295159096,Activation,3
C1295185254,Activation,3
C1295204428,Activation,3
C1295215165,Activation,3
C1295230718,Activation,3
C1295301685,Activation,3
C1295333549,Activation,3
C1295346387,Activation,3
C1295350951,Activation,3
C1295379806,Activation,3
C1295396747,Activation,3
C1295402872,Activation,3
C1295456699,Activation,3
C1295458510,Activation,3
C1295464164,Activation,3
C1295483861,Activation,3
C1295492878,Activation,3
C1295526911,Activation,3
C1295572447,Activation,3
C1295646827,Activation,3
C1295652774,Activation,3
C1295664005,Activation,3
C1295665236,Activation,3
C1295672986,Activation,3
C129568318,Activation,3
C1295705336,Activation,3
C1295706241,Activation,3
C1295715425,Activation,3
C1295747379,Activation,3
C1295759516,Activation,3
C1295786591,Activation,3
C1295809606,Activation,3
C1295823040,Activation,3
C1295860264,Activation,3
C1295884873,Activation,3
C1295892399,Activation,3
C1295907449,Activation,3
C1295970341,Activation,3
C1295999461,Activation,3
C1296026741,Activation,3
C1296052578,Activation,3
C1296059541,Activation,3
C1296064492,Activation,3
C1296091759,Activation,3
C1296110104,Activation,3
C1296140783,Activation,3
C1296141940,Activation,3
C1296150441,Activation,3
C1296172369,Activation,3
C1296182263,Activation,3
C1296188520,Activation,3
C1296220651,Activation,3
C1296225060,Activation,3
C1296233420,Activation,3
C1296256257,Activation,3
C1296259463,Activation,3
C1296275388,Activation,3
C1296293730,Activation,3
C129632420,Activation,3
C1296330645,Activation,3
C1296330769,Activation,3
C1296390600,Activation,3
C1296438401,Activation,3
C1296440666,Activation,3
C1296461995,Activation,3
C1296530038,Activation,3
C1296533888,Activation,3
C1296553500,Activation,3
C1296553509,Activation,3
C1296563071,Activation,3
C1296577481,Activation,3
C1296605480,Activation,3
C1296612711,Activation,3
C1296644386,Activation,3
C129668383,Activation,3
C1296736502,Activation,3
C1296736661,Activation,3
C1296787071,Activation,3
C1296800946,Activation,3
C1296812748,Activation,3
C1296847924,Activation,3
C1296863816,Activation,3
C1296895883,Activation,3
C1296904654,Activation,3
C1296917131,Activation,3
C1296921756,Activation,3
C1296921942,Activation,3
C1296953517,Activation,3
C1296963332,Activation,3
C1296976482,Activation,3
C1296989740,Activation,3
C1297023698,Activation,3
C1297028770,Activation,3
C1297056723,Activation,3
C1297067497,Activation,3
C1297081496,Activation,3
C1297102714,Activation,3
C1297106993,Activation,3
C1297130293,Activation,3
C1297133406,Activation,3
C1297156727,Activation,3
C1297157474,Activation,3
C1297163393,Activation,3
C1297194573,Activation,3
C1297195813,Activation,3
C1297202505,Activation,3
C1297214731,Activation,3
C129724484,Activation,3
C1297252186,Activation,3
C1297262403,Activation,3
C1297285905,Activation,3
C1297295784,Activation,3
C1297320421,Activation,3
C1297333157,Activation,3
C1297339871,Activation,3
C1297390914,Activation,3
C129739730,Activation,3
C129739896,Activation,3
C1297401104,Activation,3
C1297401603,Activation,3
C1297424121,Activation,3
C1297433365,Activation,3
C1297455625,Activation,3
C1297458827,Activation,3
C1297463977,Activation,3
C129750990,Activation,3
C1297517994,Activation,3
C1297522749,Activation,3
C1297540168,Activation,3
C1297568603,Activation,3
C1297582354,Activation,3
C1297618101,Activation,3
C1297620200,Activation,3
C1297625979,Activation,3
C1297629425,Activation,3
C1297647671,Activation,3
C1297675538,Activation,3
C1297711551,Activation,3
C1297715080,Activation,3
C1297717280,Activation,3
C1297779542,Activation,3
C1297796616,Activation,3
C129779716,Activation,3
C129779925,Activation,3
C1297817053,Activation,3
C1297826968,Activation,3
C1297830970,Activation,3
C1297845095,Activation,3
C1297862348,Activation,3
C129787451,Activation,3
C1297979145,Activation,3
C1298008666,Activation,3
C1298059102,Activation,3
C1298130750,Activation,3
C1298140511,Activation,3
C1298158749,Activation,3
C1298165998,Activation,3
C1298190298,Activation,3
C1298212653,Activation,3
C1298263396,Activation,3
C129830532,Activation,3
C1298341207,Activation,3
C1298356747,Activation,3
C1298373993,Activation,3
C1298474670,Activation,3
C1298481917,Activation,3
C1298492150,Activation,3
C1298506753,Activation,3
C1298541027,Activation,3
C1298546715,Activation,3
C1298592733,Activation,3
C1298603674,Activation,3
C1298610131,Activation,3
C1298612386,Activation,3
C1298628388,Activation,3
C1298629639,Activation,3
C1298633537,Activation,3
C1298645628,Activation,3
C1298654650,Activation,3
C1298670276,Activation,3
C1298697544,Activation,3
C1298698854,Activation,3
C1298773722,Activation,3
C129877554,Activation,3
C1298785325,Activation,3
C1298786688,Activation,3
C1298795105,Activation,3
C1298818901,Activation,3
C129882492,Activation,3
C1298849358,Activation,3
C1298859804,Activation,3
C1298874607,Activation,3
C1298885599,Activation,3
C1298931208,Activation,3
C1298937515,Activation,3
C1298949278,Activation,3
C1298953632,Activation,3
C1298968087,Activation,3
C1299010822,Activation,3
C1299017986,Activation,3
C129902140,Activation,3
C1299053299,Activation,3
C1299060744,Activation,3
C1299114643,Activation,3
C1299119613,Activation,3
C129912171,Activation,3
C129912367,Activation,3
C1299146217,Activation,3
C1299154531,Activation,3
C1299161248,Activation,3
C1299291365,Activation,3
C1299352329,Activation,3
C1299362185,Activation,3
C1299363120,Activation,3
C129945652,Activation,3
C1299478132,Activation,3
C1299495932,Activation,3
C1299524764,Activation,3
C1299527571,Activation,3
C1299528775,Activation,3
C1299559168,Activation,3
C1299579601,Activation,3
C1299582332,Activation,3
C1299590787,Activation,3
C1299623224,Activation,3
C1299627877,Activation,3
C1299637628,Activation,3
C1299655868,Activation,3
C1299656985,Activation,3
C129969628,Activation,3
C1299705957,Activation,3
C1299745016,Activation,3
C129975429,Activation,3
C1299763448,Activation,3
C1299786887,Activation,3
C1299826461,Activation,3
C1299844014,Activation,3
C1299887561,Activation,3
C1299917275,Activation,3
C1299989788,Activation,3
C1299992185,Activation,3
C1299997350,Activation,3
C1300016189,Activation,3
C1300092615,Activation,3
C1300093979,Activation,3
C1300121680,Activation,3
C1300128893,Activation,3
C1300144773,Activation,3
C1300163225,Activation,3
C1300164385,Activation,3
C130018300,Activation,3
C1300240604,Activation,3
C1300247862,Activation,3
C1300299643,Activation,3
C1300342821,Activation,3
C1300346073,Activation,3
C130035063,Activation,3
C1300369792,Activation,3
C1300378887,Activation,3
C1300412334,Activation,3
C1300450802,Activation,3
C1300467087,Activation,3
C1300474947,Activation,3
C1300492543,Activation,3
C1300504526,Activation,3
C130051233,Activation,3
C1300545832,Activation,3
C1300546403,Activation,3
C1300551221,Activation,3
C1300570337,Activation,3
C1300576260,Activation,3
C1300588592,Activation,3
C1300614554,Activation,3
C1300660508,Activation,3
C1300687409,Activation,3
C1300687892,Activation,3
C1300713581,Activation,3
C1300748953,Activation,3
C1300799562,Activation,3
C1300837044,Activation,3
C130084269,Activation,3
C130085088,Activation,3
C1300874731,Activation,3
C1300886982,Activation,3
C1300889654,Activation,3
C1300902431,Activation,3
C1300911323,Activation,3
C1300927024,Activation,3
C1300970721,Activation,3
C1300975734,Activation,3
C1301027176,Activation,3
C1301047356,Activation,3
